Id,SalePrice
1461,116564.70425656508
1462,164761.18295196682
1463,183515.27132372916
1464,188206.445484425
1465,196149.9005726798
1466,172445.27656466965
1467,172427.44074730063
1468,166737.20111959463
1469,184026.34321844124
1470,123256.72499795356
1471,187516.29677322827
1472,95968.43985493394
1473,98169.99221639385
1474,147036.23092139402
1475,117131.67998362429
1476,364604.90476789174
1477,259183.70265722476
1478,290765.11340942763
1479,270568.14626311976
1480,491836.45045577316
1481,327890.1063231181
1482,211225.76420396278
1483,180823.04435180695
1484,162048.34970142282
1485,183974.58561438974
1486,193209.1809401951
1487,345339.3545538629
1488,237921.4031368986
1489,200454.15748026565
1490,243810.16227598005
1491,193874.07357237407
1492,82375.903862184
1493,175831.67748341427
1494,312444.62923608226
1495,297980.66768925096
1496,237200.09102122765
1497,179377.81124150832
1498,161223.28650894572
1499,157681.11424266789
1500,155007.57162037448
1501,175096.1802780317
1502,149194.8215110016
1503,282929.80781363597
1504,242909.27529526333
1505,227786.5836168257
1506,192872.8739773444
1507,243188.83965653428
1508,196687.97091091465
1509,167047.61460008938
1510,146293.29240089018
1511,151211.79102592258
1512,178980.5083139193
1513,144553.69311969896
1514,160750.03351741485
1515,194601.29753592843
1516,162091.72492371156
1517,167593.44977521407
1518,131973.01135765505
1519,219734.7036113318
1520,132367.37456144736
1521,131196.58787964995
1522,169348.15367380713
1523,111989.8181993732
1524,129636.67437020484
1525,123953.18325522273
1526,114195.20381572447
1527,104251.81380461027
1528,137089.93605401576
1529,148705.72754419572
1530,182957.9209144774
1531,92347.95057706008
1532,99028.2927982737
1533,146904.85370430583
1534,122996.80288703511
1535,148174.18093389607
1536,110329.4444618026
1537,23043.522226620447
1538,151354.66033116632
1539,210219.65044673395
1540,93163.52634624674
1541,144068.23774062347
1542,136057.76893839767
1543,208021.80984888444
1544,84683.15356701659
1545,115909.46207640278
1546,130162.33564142397
1547,134211.6155869303
1548,140158.71587006337
1549,120035.14141095651
1550,136017.6353504956
1551,111776.5227723066
1552,133502.99699220964
1553,147813.45481653395
1554,117745.80829347704
1555,173628.81363616447
1556,86504.32768760958
1557,108930.71823519458
1558,98221.72590563804
1559,84242.41702289648
1560,117944.877194042
1561,126275.06641991125
1562,127489.89269897678
1563,120820.79664755081
1564,157283.8123103385
1565,146898.92302926828
1566,242715.839054447
1567,76249.96987854071
1568,231006.31293450503
1569,132016.22441039202
1570,140911.69398992098
1571,122191.53955873141
1572,144098.36406805614
1573,274648.2943024998
1574,111959.11707707147
1575,248297.68442431078
1576,228365.06932541556
1577,188321.28966438439
1578,143091.61090086674
1579,150174.8604850873
1580,191951.66011732336
1581,152739.06473776014
1582,125741.7647865451
1583,300753.0519061581
1584,226702.28249999456
1585,141309.02643512326
1586,75778.2330468182
1587,119637.64271394689
1588,152663.47638863453
1589,76981.86734432461
1590,131947.07503780985
1591,98914.47008322162
1592,106267.23679727074
1593,121897.36358315153
1594,130524.80283119486
1595,110036.66032852538
1596,237999.74356959967
1597,202435.16599010932
1598,212538.43506698808
1599,170315.16677520785
1600,164823.5910991315
1601,70093.0230822854
1602,118280.94057270155
1603,80014.9052193791
1604,268580.9012340608
1605,242527.14842007757
1606,169547.04089562525
1607,173938.55253162037
1608,218102.40587262445
1609,192269.00874238403
1610,156773.6907623521
1611,140025.64615251767
1612,167322.91747580134
1613,157192.44665194597
1614,121950.45832650672
1615,88122.39670619143
1616,78202.249562476
1617,90548.952220807
1618,123461.00993645687
1619,136377.9503971224
1620,150111.8561340821
1621,138924.26324789002
1622,140863.9108629507
1623,269637.618521301
1624,215044.07188159914
1625,118565.9073707999
1626,169096.68791786936
1627,187249.3150524407
1628,275733.08000790246
1629,173428.5972317458
1630,348138.0282877164
1631,225948.58795658316
1632,252603.09943247968
1633,170115.17369080186
1634,183396.62382020825
1635,180445.60712365567
1636,151160.8497041016
1637,188000.43920499034
1638,198877.25192977575
1639,180424.07286077226
1640,260050.5386715993
1641,181902.6215981281
1642,229626.1562886039
1643,230289.69004297772
1644,236677.84427965357
1645,194529.7786426051
1646,159276.7671260483
1647,157401.46187059217
1648,131225.2501525284
1649,140513.383081515
1650,113377.5079113096
1651,122062.02047116144
