Id,SalePrice
1461,118180.96521723065
1462,160456.9676641142
1463,184412.2679566852
1464,198714.10133108436
1465,187955.13063548712
1466,166561.2517530403
1467,174803.7372616075
1468,165915.47186048297
1469,181770.0118670659
1470,125697.88963546396
1471,187040.86957755013
1472,99934.21619324158
1473,97247.58837227536
1474,146892.7947860161
1475,113775.71167715748
1476,385226.4545832143
1477,257474.39416487748
1478,282387.23418188764
1479,290974.1625880543
1480,502347.26778342575
1481,338991.60201785085
1482,214052.48195115983
1483,176419.78965091705
1484,161598.7557447357
1485,183041.43179872027
1486,187110.4557260644
1487,344850.7188158346
1488,229901.01641786887
1489,196093.1946439566
1490,228402.1119010386
1491,188613.32050499995
1492,90517.98242834161
1493,178488.0936683196
1494,292519.0376836373
1495,284203.38564297545
1496,235491.32975672392
1497,175651.52146349734
1498,163161.97955712228
1499,160192.60506079302
1500,151566.3918486206
1501,175163.34755891137
1502,141571.9075805063
1503,281035.1973372329
1504,236908.4361525469
1505,226033.77671855324
1506,186190.91957302045
1507,248978.20848153628
1508,195859.46392212587
1509,164504.9581532969
1510,144786.99901931742
1511,149245.54027109002
1512,170490.034643933
1513,132635.4679443012
1514,155520.64519804457
1515,191340.08701427406
1516,147147.58299405675
1517,166536.61009322142
1518,129754.25159475299
1519,216651.29819075615
1520,132751.55676785883
1521,136391.91006159934
1522,176612.7541233988
1523,116284.60630175803
1524,129654.22126063115
1525,123942.41058391689
1526,109487.8390113874
1527,104011.77168948734
1528,139868.50942523856
1529,151522.4011676206
1530,171717.8012317298
1531,104254.00553813779
1532,97345.23157159689
1533,154631.1787058288
1534,122450.75737368867
1535,155776.3383395689
1536,102789.65363613862
1537,58218.42139410235
1538,147709.4873959354
1539,199377.34994316867
1540,89017.7703926943
1541,149942.92092102196
1542,137785.3480694635
1543,191282.50623801857
1544,89103.7543593073
1545,108327.9638683962
1546,128201.18683550616
1547,133906.33500329094
1548,133995.81430152306
1549,118140.01055417258
1550,129681.7628223582
1551,108262.50550697697
1552,137683.56557901818
1553,149513.17966468053
1554,122895.78429379872
1555,176858.77432036167
1556,86035.40448527758
1557,107565.31370307184
1558,91269.07342386278
1559,76388.57791776837
